timestamp,temperature_c,pressure_hpa,humidity_pct,station_id,station_name,cluster_id,role,is_anomaly,fault_type
2025-01-01 00:00:00,10.4,943.1,93.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 01:00:00,10.2,942.6,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 02:00:00,9.9,942.0,95.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 03:00:00,9.6,941.5,97.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 04:00:00,9.4,941.8,98.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 05:00:00,9.3,942.2,99.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 06:00:00,9.4,943.4,99.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 07:00:00,9.5,943.8,98.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 08:00:00,10.9,944.8,87.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 09:00:00,13.2,945.3,71.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 10:00:00,15.7,945.1,59.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 11:00:00,17.9,944.6,48.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 12:00:00,19.3,943.8,42.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 13:00:00,20.0,942.7,39.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 14:00:00,20.0,942.0,38.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 15:00:00,28.43749873826839,941.1412713907713,73.47978832790507,AWS-RAN-067,Ranchi,RAN,center,True,multivariate_inconsistency
2025-01-01 16:00:00,26.73749873826839,941.6170262315912,86.39128267287437,AWS-RAN-067,Ranchi,RAN,center,True,multivariate_inconsistency
2025-01-01 17:00:00,23.83749873826839,940.9555196654244,100.0,AWS-RAN-067,Ranchi,RAN,center,True,multivariate_inconsistency
2025-01-01 18:00:00,22.23749873826839,942.4126872330213,100.0,AWS-RAN-067,Ranchi,RAN,center,True,multivariate_inconsistency
2025-01-01 19:00:00,21.13749873826839,942.9546888163754,100.0,AWS-RAN-067,Ranchi,RAN,center,True,multivariate_inconsistency
2025-01-01 20:00:00,11.2,942.7,77.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 21:00:00,10.7,942.7,74.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 22:00:00,10.4,942.8,75.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-01 23:00:00,10.1,942.8,,AWS-RAN-067,Ranchi,RAN,center,True,dropout
2025-01-02 00:00:00,9.7,942.4,81.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 01:00:00,9.2,941.7,85.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 02:00:00,8.7,940.8,87.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 03:00:00,8.3,940.3,88.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 04:00:00,8.2,953.655500861647,88.0,AWS-RAN-067,Ranchi,RAN,center,True,spike
2025-01-02 05:00:00,8.1,940.9,88.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 06:00:00,8.2,942.4,89.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 07:00:00,9.4,943.3,82.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 08:00:00,11.7,944.1,75.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 09:00:00,14.2,944.7,64.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 10:00:00,16.5,944.9,50.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 11:00:00,17.8,944.5,45.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 12:00:00,18.8,943.5,43.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 13:00:00,19.3,942.8,42.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 14:00:00,19.3,942.6,42.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 15:00:00,18.6,942.1,44.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-02 16:00:00,17.2,942.1,50.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-02 17:00:00,14.2,942.0522946101935,61.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-02 18:00:00,13.1,942.0713671784592,69.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-02 19:00:00,12.5,942.0525433163436,73.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-02 20:00:00,12.2,942.1025708572765,74.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-02 21:00:00,12.0,942.1104415283696,76.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-02 22:00:00,11.8,942.1007721508198,78.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-02 23:00:00,11.4,942.105075261339,82.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-03 00:00:00,10.7,942.0733781242517,87.0,AWS-RAN-067,Ranchi,RAN,center,True,frozen_value
2025-01-03 01:00:00,10.0,942.2,92.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 02:00:00,9.8,941.7,92.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 03:00:00,9.6,941.2,92.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 04:00:00,9.3,941.3,93.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 05:00:00,9.1,941.9,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 06:00:00,8.8,943.1,96.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 07:00:00,9.6,943.5,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 08:00:00,11.7,944.8,86.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 09:00:00,14.5,945.3,71.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 10:00:00,17.1,945.1,58.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 11:00:00,18.9,944.6,50.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 12:00:00,19.9,943.6,47.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 13:00:00,20.5,942.8,46.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 14:00:00,20.7,942.2,47.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 15:00:00,20.3,942.0,49.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 16:00:00,19.0,942.0,56.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 17:00:00,15.1,941.4,72.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 18:00:00,14.4,942.2,75.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 19:00:00,13.4,942.7,79.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 20:00:00,12.7,943.0,82.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 21:00:00,12.1,942.8,86.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 22:00:00,11.5,942.4,89.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-03 23:00:00,11.0,941.8,90.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 00:00:00,10.8,941.2,91.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 01:00:00,10.5,940.7,91.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 02:00:00,10.3,940.2,93.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 03:00:00,10.1,940.0,93.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 04:00:00,10.0,940.1,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 05:00:00,10.0,940.4,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 06:00:00,9.6,941.4,95.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 07:00:00,10.6,942.3,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 08:00:00,12.9,943.9,88.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 09:00:00,15.6,944.8,74.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 10:00:00,17.6,944.7,61.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 11:00:00,12.16887369797576,952.1058497978935,68.51840872544898,AWS-RAN-067,Ranchi,RAN,center,True,unstructured_anomaly
2025-01-04 12:00:00,27.296102762599986,936.6462062365003,64.55022765427631,AWS-RAN-067,Ranchi,RAN,center,True,unstructured_anomaly
2025-01-04 13:00:00,14.510000574669167,949.1020126073255,62.04837561647834,AWS-RAN-067,Ranchi,RAN,center,True,unstructured_anomaly
2025-01-04 14:00:00,15.237160598158898,948.4748148480006,60.01204638837124,AWS-RAN-067,Ranchi,RAN,center,True,unstructured_anomaly
2025-01-04 15:00:00,15.053449315600393,948.4380578201452,59.61796068290638,AWS-RAN-067,Ranchi,RAN,center,True,unstructured_anomaly
2025-01-04 16:00:00,12.810178110830549,948.2114163640924,32.828426762543,AWS-RAN-067,Ranchi,RAN,center,True,unstructured_anomaly
2025-01-04 17:00:00,9.527304858433968,948.4835790355058,79.30499054627616,AWS-RAN-067,Ranchi,RAN,center,True,unstructured_anomaly
2025-01-04 18:00:00,22.55210118224439,932.5276713068897,81.46022582509136,AWS-RAN-067,Ranchi,RAN,center,True,unstructured_anomaly
2025-01-04 19:00:00,14.6,942.0,73.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 20:00:00,13.9,942.5,83.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 21:00:00,12.9,942.7,90.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 22:00:00,12.1,942.5,93.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-04 23:00:00,11.4,942.0,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 00:00:00,10.8,941.4,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 01:00:00,10.4,940.7,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 02:00:00,10.3,940.3,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 03:00:00,10.4,940.2,93.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 04:00:00,10.3,940.2,93.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 05:00:00,10.3,940.6,92.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 06:00:00,9.9,941.4,94.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 07:00:00,12.1,942.6,91.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 08:00:00,15.2,944.4,81.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 09:00:00,18.0,945.5,67.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 10:00:00,19.8,945.4,57.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 11:00:00,21.0,944.8,51.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 12:00:00,21.7,943.6,50.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 13:00:00,22.2,942.8,49.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 14:00:00,22.3,942.1,50.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 15:00:00,21.9,941.7,53.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 16:00:00,20.6,941.5,59.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 17:00:00,17.3,941.5,74.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 18:00:00,16.3,942.2,73.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 19:00:00,15.3,942.4,78.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 20:00:00,14.7,942.7,82.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 21:00:00,14.0,942.9,86.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 22:00:00,13.8,942.5,87.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-05 23:00:00,13.6,942.1,86.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-06 00:00:00,13.1,941.6,86.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-06 01:00:00,12.8,941.2,88.0,AWS-RAN-067,Ranchi,RAN,center,False,
2025-01-06 02:00:00,12.7,940.6,91.0,AWS-RAN-067,Ranchi,RAN,center,False,
